name,cam_lat,cam_long,elev,code,dir,fov_center,fov_lft,fov_rt,num_events,event_dates,x_pixel,y_pixel,incident,incident_dist,incident_latitude,incident_longitude,check
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190620,950,836,Weisgarber Fire,6.129189668,33.39684,-117.29665,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20180706,2531,1077,West Fire,18.43030526,32.833674,-116.7311,1
L.A.Co.F.D Helibase 69 Bravo,34.074585,-118.627884,2480,69bravo,n,"[-118.63, 34.52074390310967]","[-119.01445286134765, 34.388126843973296]","[-118.24554713865234, 34.388126843973296]",1,20190813,2936,1188,West Fire ,44.60303842,34.675542,-118.342239,1
L.A.Co.F.D Helibase 69 Bravo,34.074585,-118.627884,2480,69bravo,e,"[-118.0883456998243, 34.07]","[-118.24554713865234, 34.388126843973296]","[-118.2484158150905, 33.75066294148143]",1,20190813,209,1187,West Fire ,44.60303842,34.675542,-118.342239,1
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20171026,296,765,Wildomar Fire,16.43980587,33.60247,-117.34192,1
Black Mountain,32.98166822,-117.1164071,1600,bl,s,"[-117.12, 32.52914378468391]","[-116.74311609844423, 32.660630738922485]","[-117.49688390155578, 32.660630738922485]",4,20190924,339,702,Willow Fire,15.45755431,32.87833333,-116.88,1
High Point,33.363018,-116.83622,6180,hp,s,"[-116.84, 32.90917124536389]","[-116.46150622782201, 33.04064192734967]","[-117.218493772178, 33.04064192734967]",3,20190924,964,774,Willow Fire,33.58421091,32.87833333,-116.88,1
Lyons Peak,32.7015,-116.7646,3700,lp,w,"[-117.29783424429785, 32.7015]","[-117.14032317575908, 32.38212256877896]","[-117.14300437998006, 33.019727688312294]",5,20201202,2209,1162,Willow Fire,9.030149713,32.75277778,-116.9075,1
Mt. San Miguel,32.696804,-116.936363,2550,sm,n,"[-116.94, 33.150843889404484]","[-117.31839797267894, 33.01822779754]","[-116.56160202732104, 33.01822779754]",7,20201202,2288,1221,Willow Fire,4.215643489,32.75277778,-116.9075,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20190924,3028,1062,Willow Fire,10.43624015,32.87833333,-116.88,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20190925,2965,1092,Willow Fire,10.43624015,32.87833333,-116.88,1
Mt. Woodson,33.0087,-116.9709,2800,wc,s,"[-116.9709, 32.55784585299181]","[-116.59389556804973, 32.68933158235236]","[-117.34790443195027, 32.68933158235236]",2,20190924,139,965,Willow Fire,10.43624015,32.87833333,-116.88,1
Mt. Woodson,33.0087,-116.9709,2800,wc,s,"[-116.9709, 32.55784585299181]","[-116.59389556804973, 32.68933158235236]","[-117.34790443195027, 32.68933158235236]",2,20190925,83,1014,Willow Fire,10.43624015,32.87833333,-116.88,1
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20201202,1030,1101,Willow Fire,11.51010258,32.75277778,-116.9075,1
Santiago Peak,33.71117247,-117.534115,5700,stgo,e,"[0, 0]","[0, 0]","[0, 0]",3,20180827,1025,1189,Winchester Fire,26.26697707,33.640051,-117.085354,1
High Point,33.363018,-116.83622,6180,hp,n,"[-116.84, 33.81079597072698]","[-117.22126369140182, 33.6781794593324]","[-116.4587363085982, 33.678179459332405]",9,20190629,561,775,Wolf Fire ,38.76128377,33.911,-116.980528,1
Boucher Hill,33.3346,-116.9198,5500,bh,n,"[-116.9198, 33.785397823642114]","[-117.30095166269716, 33.6527813298777]","[-116.53864833730283, 33.652781329877705]",4,20180504,77,864,Woodchuck Fire,10.41372478,33.467999,-117.003829,1
