hpweren_camera_description,station,dir,cam_lat,cam_long,fov_right,fov_left,intersections,num_intersection
Santa Ysabel,vo,e,33.13826401,-116.6170953,"(-116.3393953, 32.86056401)","(-116.3393953, 33.41596401)","[('bm', 'e'), ('cp', 'n'), ('cp', 'e'), ('hp', 'e'), ('hp', 's'), ('pi', 'n'), ('pi', 'e'), ('mg', 'e'), ('ml', 'n'), ('ml', 'e'), ('mlo', 'n'), ('mlo', 'e'), ('sojr', 'e'), ('sojr', 's'), ('tp', 's'), ('ws', 'n')]",16
Santa Ysabel,vo,s,33.13826401,-116.6170953,"(-116.8947953, 32.86056401)","(-116.3393953, 32.86056401)","[('bm', 'e'), ('bm', 's'), ('bl', 'e'), ('ch', 'e'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'e'), ('cp', 's'), ('cp', 'w'), ('hp', 's'), ('pi', 'n'), ('pi', 'e'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('mg', 'e'), ('mg', 's'), ('ml', 'n'), ('ml', 'e'), ('ml', 's'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'e'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('om', 'e'), ('rdd', 'e'), ('rdd', 's'), ('sojr', 's'), ('ws', 'n'), ('ws', 'w')]",36
Santa Ysabel,vo,w,33.13826401,-116.6170953,"(-116.8947953, 33.41596401)","(-116.8947953, 32.86056401)","[('bm', 'n'), ('bm', 'e'), ('bm', 's'), ('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('ch', 'n'), ('ch', 'e'), ('bh', 'n'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'w'), ('hp', 's'), ('hp', 'w'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('mg', 'n'), ('mg', 'e'), ('mg', 's'), ('mg', 'w'), ('ml', 'n'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'w'), ('sm', 'n'), ('wc', 'n'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('rdd', 'n'), ('rdd', 'e'), ('rdd', 's'), ('sojr', 's'), ('sojr', 'w')]",36
Santa Ynez Peak,syp,n,34.52711299,-119.9789239,"(-119.7012239, 34.80481299)","(-120.2566239, 34.80481299)",0,0
Santa Ynez Peak,syp,e,34.52711299,-119.9789239,"(-119.7012239, 34.249412989999996)","(-119.7012239, 34.80481299)",0,0
Santa Ynez Peak,syp,s,34.52711299,-119.9789239,"(-120.2566239, 34.249412989999996)","(-119.7012239, 34.249412989999996)",0,0
Santa Ynez Peak,syp,w,34.52711299,-119.9789239,"(-120.2566239, 34.80481299)","(-120.2566239, 34.249412989999996)",0,0
Santiago Peak,stgo,n,33.71117247,-117.534115,"(-117.256415, 33.988872470000004)","(-117.811815, 33.988872470000004)","[('chino', 'n'), ('chino', 'e'), ('wilson', 'e'), ('sjh', 'n'), ('signal', 'n'), ('signal', 'e'), ('starr', 'n'), ('marconi', 'n')]",8
Santiago Peak,stgo,e,33.71117247,-117.534115,"(-117.256415, 33.43347247)","(-117.256415, 33.988872470000004)","[('buff', 'n'), ('buff', 'e'), ('chino', 'e'), ('rm', 'n'), ('rm', 'w'), ('sclm', 'n'), ('sclm', 'e'), ('sjh', 'n'), ('sjh', 'e'), ('signal', 'e'), ('starr', 'n'), ('starr', 'e'), ('marconi', 'n'), ('marconi', 'e')]",14
Santiago Peak,stgo,s,33.71117247,-117.534115,"(-117.811815, 33.43347247)","(-117.256415, 33.43347247)","[('buff', 'n'), ('buff', 'e'), ('buff', 'w'), ('chino', 'e'), ('chino', 's'), ('rm', 'w'), ('sclm', 'n'), ('sclm', 'e'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'e'), ('sjh', 's'), ('sjh', 'w'), ('signal', 'e'), ('signal', 's'), ('starr', 'n'), ('starr', 'e'), ('starr', 's'), ('starr', 'w'), ('marconi', 'n'), ('marconi', 'e'), ('marconi', 's'), ('marconi', 'w')]",23
Santiago Peak,stgo,w,33.71117247,-117.534115,"(-117.811815, 33.988872470000004)","(-117.811815, 33.43347247)","[('buff', 'n'), ('buff', 'w'), ('chino', 'n'), ('chino', 'e'), ('chino', 's'), ('chino', 'w'), ('wilson', 'e'), ('wilson', 's'), ('sclm', 'n'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'w'), ('signal', 'n'), ('signal', 'e'), ('signal', 's'), ('signal', 'w'), ('starr', 'n'), ('starr', 'w'), ('marconi', 'n'), ('marconi', 'w')]",20
Signal Peak,signal,n,33.60523424,-117.810884,"(-117.533184, 33.882934240000004)","(-118.088584, 33.882934240000004)","[('chino', 'e'), ('chino', 's'), ('chino', 'w'), ('sclm', 'n'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'w'), ('stgo', 'n'), ('stgo', 'w'), ('starr', 'n'), ('starr', 'w'), ('marconi', 'n'), ('marconi', 'w')]",13
Signal Peak,signal,e,33.60523424,-117.810884,"(-117.533184, 33.32753424)","(-117.533184, 33.882934240000004)","[('buff', 'n'), ('buff', 'w'), ('chino', 'e'), ('chino', 's'), ('sclm', 'n'), ('sclm', 'e'), ('sclm', 's'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'e'), ('sjh', 's'), ('sjh', 'w'), ('stgo', 'n'), ('stgo', 'e'), ('stgo', 's'), ('stgo', 'w'), ('starr', 'n'), ('starr', 'e'), ('starr', 's'), ('starr', 'w'), ('marconi', 'n'), ('marconi', 's'), ('marconi', 'w')]",23
Signal Peak,signal,s,33.60523424,-117.810884,"(-118.088584, 33.32753424)","(-117.533184, 33.32753424)","[('buff', 'w'), ('sclm', 's'), ('sclm', 'w'), ('sjh', 's'), ('sjh', 'w'), ('stgo', 's'), ('stgo', 'w'), ('starr', 's'), ('starr', 'w'), ('marconi', 's'), ('marconi', 'w')]",11
Signal Peak,signal,w,33.60523424,-117.810884,"(-118.088584, 33.882934240000004)","(-118.088584, 33.32753424)","[('chino', 's'), ('chino', 'w'), ('sclm', 'w'), ('sjh', 'w'), ('stgo', 'w'), ('starr', 'w')]",6
Sky Oaks,sojr,n,33.37865603,-116.6222928,"(-116.3445928, 33.656356030000005)","(-116.89999279999999, 33.656356030000005)","[('bm', 'n'), ('bh', 'n'), ('bh', 'e'), ('hp', 'n'), ('hp', 'e'), ('mg', 'n'), ('vo', 'n'), ('tp', 'n'), ('tp', 'w')]",9
Sky Oaks,sojr,e,33.37865603,-116.6222928,"(-116.3445928, 33.10095603)","(-116.3445928, 33.656356030000005)","[('bm', 'n'), ('bm', 'e'), ('cp', 'n'), ('cp', 'e'), ('hp', 'e'), ('mg', 'n'), ('mg', 'e'), ('ml', 'n'), ('mlo', 'n'), ('vo', 'n'), ('vo', 'e'), ('tp', 'n'), ('tp', 'e'), ('tp', 's'), ('tp', 'w')]",15
Sky Oaks,sojr,s,33.37865603,-116.6222928,"(-116.89999279999999, 33.10095603)","(-116.3445928, 33.10095603)","[('bm', 'n'), ('bm', 'e'), ('bm', 's'), ('bm', 'w'), ('bl', 'e'), ('ch', 'e'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'e'), ('cp', 'w'), ('hp', 'e'), ('hp', 's'), ('mg', 'n'), ('mg', 'e'), ('mg', 's'), ('mg', 'w'), ('ml', 'n'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'w'), ('wc', 'n'), ('wc', 'e'), ('rdd', 'e'), ('vo', 'n'), ('vo', 'e'), ('vo', 's'), ('vo', 'w'), ('tp', 's'), ('tp', 'w')]",30
Sky Oaks,sojr,w,33.37865603,-116.6222928,"(-116.89999279999999, 33.656356030000005)","(-116.89999279999999, 33.10095603)","[('bm', 'n'), ('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('ch', 'n'), ('ch', 'e'), ('bh', 'n'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'w'), ('hp', 'n'), ('hp', 'e'), ('hp', 's'), ('hp', 'w'), ('mg', 'n'), ('mg', 'w'), ('wc', 'n'), ('rdd', 'n'), ('rdd', 'e'), ('vo', 'n'), ('vo', 'w'), ('tp', 'w')]",23
Toro Peak,tp,n,33.52353103,-116.4257027,"(-116.1480027, 33.801231030000004)","(-116.7034027, 33.801231030000004)","[('sojr', 'n'), ('sojr', 'e')]",2
Toro Peak,tp,e,33.52353103,-116.4257027,"(-116.1480027, 33.24583103)","(-116.1480027, 33.801231030000004)","[('sojr', 'e')]",1
Toro Peak,tp,s,33.52353103,-116.4257027,"(-116.7034027, 33.24583103)","(-116.1480027, 33.24583103)","[('bm', 'e'), ('bh', 'e'), ('hp', 'e'), ('mg', 'e'), ('wc', 'e'), ('vo', 'n'), ('vo', 'e'), ('sojr', 'e'), ('sojr', 's')]",9
Toro Peak,tp,w,33.52353103,-116.4257027,"(-116.7034027, 33.801231030000004)","(-116.7034027, 33.24583103)","[('bm', 'n'), ('bm', 'e'), ('bh', 'n'), ('bh', 'e'), ('hp', 'n'), ('hp', 'e'), ('mg', 'n'), ('mg', 'e'), ('wc', 'n'), ('wc', 'e'), ('vo', 'n'), ('sojr', 'n'), ('sojr', 'e'), ('sojr', 's'), ('sojr', 'w')]",15
Upper Bell,starr,n,33.61244314,-117.5486414,"(-117.2709414, 33.890143140000006)","(-117.82634139999999, 33.890143140000006)","[('buff', 'n'), ('chino', 'e'), ('chino', 's'), ('chino', 'w'), ('sclm', 'n'), ('sjh', 'n'), ('stgo', 'n'), ('stgo', 'e'), ('stgo', 's'), ('stgo', 'w'), ('signal', 'n'), ('signal', 'e'), ('marconi', 'n')]",13
Upper Bell,starr,e,33.61244314,-117.5486414,"(-117.2709414, 33.33474314)","(-117.2709414, 33.890143140000006)","[('buff', 'n'), ('buff', 'e'), ('ch', 'n'), ('chino', 'e'), ('chino', 's'), ('rm', 'n'), ('rm', 'w'), ('rdd', 'n'), ('sclm', 'n'), ('sclm', 'e'), ('sjh', 'n'), ('sjh', 'e'), ('stgo', 'e'), ('stgo', 's'), ('signal', 'e'), ('marconi', 'n'), ('marconi', 'e')]",17
Upper Bell,starr,s,33.61244314,-117.5486414,"(-117.82634139999999, 33.33474314)","(-117.2709414, 33.33474314)","[('buff', 'n'), ('buff', 'e'), ('buff', 's'), ('buff', 'w'), ('ch', 'n'), ('ch', 'w'), ('rm', 'w'), ('rdd', 'n'), ('rdd', 'w'), ('sclm', 'n'), ('sclm', 'e'), ('sclm', 's'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'e'), ('sjh', 's'), ('sjh', 'w'), ('stgo', 's'), ('signal', 'e'), ('signal', 's'), ('marconi', 'n'), ('marconi', 'e'), ('marconi', 's'), ('marconi', 'w')]",24
Upper Bell,starr,w,33.61244314,-117.5486414,"(-117.82634139999999, 33.890143140000006)","(-117.82634139999999, 33.33474314)","[('buff', 'n'), ('buff', 'w'), ('chino', 's'), ('chino', 'w'), ('sclm', 'n'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'w'), ('stgo', 's'), ('stgo', 'w'), ('signal', 'n'), ('signal', 'e'), ('signal', 's'), ('signal', 'w'), ('marconi', 'n'), ('marconi', 'w')]",16
Upper Talega,marconi,n,33.51912725,-117.480907,"(-117.203207, 33.79682725)","(-117.758607, 33.79682725)","[('buff', 'n'), ('buff', 'w'), ('chino', 'e'), ('chino', 's'), ('rm', 'n'), ('rm', 'w'), ('sclm', 'n'), ('sclm', 'e'), ('sjh', 'n'), ('sjh', 'e'), ('stgo', 'n'), ('stgo', 'e'), ('stgo', 's'), ('stgo', 'w'), ('signal', 'n'), ('signal', 'e'), ('starr', 'n'), ('starr', 'e'), ('starr', 's'), ('starr', 'w')]",20
Upper Talega,marconi,e,33.51912725,-117.480907,"(-117.203207, 33.241427249999994)","(-117.203207, 33.79682725)","[('bl', 'n'), ('buff', 'n'), ('buff', 'e'), ('buff', 's'), ('buff', 'w'), ('ch', 'n'), ('wc', 'n'), ('rm', 'n'), ('rm', 's'), ('rm', 'w'), ('rdd', 'n'), ('sclm', 'e'), ('sjh', 'e'), ('stgo', 'e'), ('stgo', 's'), ('starr', 'e'), ('starr', 's')]",17
Upper Talega,marconi,s,33.51912725,-117.480907,"(-117.758607, 33.241427249999994)","(-117.203207, 33.241427249999994)","[('bl', 'n'), ('bl', 'w'), ('buff', 's'), ('buff', 'w'), ('ch', 'n'), ('ch', 'w'), ('wc', 'n'), ('wc', 'w'), ('rm', 's'), ('rm', 'w'), ('rdd', 'n'), ('rdd', 'w'), ('sclm', 'e'), ('sclm', 's'), ('sjh', 'e'), ('sjh', 's'), ('stgo', 's'), ('signal', 'e'), ('signal', 's'), ('starr', 's')]",20
Upper Talega,marconi,w,33.51912725,-117.480907,"(-117.758607, 33.79682725)","(-117.758607, 33.241427249999994)","[('buff', 'w'), ('chino', 's'), ('sclm', 'n'), ('sclm', 'e'), ('sclm', 's'), ('sclm', 'w'), ('sjh', 'n'), ('sjh', 'e'), ('sjh', 's'), ('sjh', 'w'), ('stgo', 's'), ('stgo', 'w'), ('signal', 'n'), ('signal', 'e'), ('signal', 's'), ('starr', 's'), ('starr', 'w')]",17
White Star,ws,n,32.647266,-116.318014,"(-116.04031400000001, 32.924966000000005)","(-116.595714, 32.924966000000005)","[('bm', 'e'), ('bm', 's'), ('cp', 'e'), ('cp', 's'), ('pi', 'n'), ('pi', 'e'), ('lp', 'n'), ('lp', 'e'), ('mg', 'e'), ('mg', 's'), ('ml', 'n'), ('ml', 'e'), ('ml', 's'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'e'), ('mlo', 's'), ('mlo', 'w'), ('vo', 'e'), ('vo', 's')]",20
White Star,ws,e,32.647266,-116.318014,"(-116.04031400000001, 32.369566)","(-116.04031400000001, 32.924966000000005)","[('pi', 'e'), ('ml', 'e'), ('ml', 's'), ('mlo', 'e'), ('mlo', 's')]",5
White Star,ws,s,32.647266,-116.318014,"(-116.595714, 32.369566)","(-116.04031400000001, 32.369566)","[('pi', 'e'), ('pi', 's'), ('lp', 'e'), ('lp', 's'), ('ml', 's'), ('mlo', 's'), ('om', 'e')]",7
White Star,ws,w,32.647266,-116.318014,"(-116.595714, 32.924966000000005)","(-116.595714, 32.369566)","[('bm', 's'), ('cp', 's'), ('pi', 'n'), ('pi', 'e'), ('pi', 's'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 's'), ('mg', 's'), ('ml', 's'), ('ml', 'w'), ('mlo', 's'), ('mlo', 'w'), ('om', 'n'), ('om', 'e'), ('vo', 's')]",17
