MNET_SHORTNAME,NWSFIREZONE,ELEV_DEM,TIMEZONE,SGID,SHORTNAME,ELEVATION,STID,WIMS_ID,GACC,MNET_LONGNAME,STATUS,LONGITUDE,COUNTY,STATE,CWA,NWSZONE,ID,MNET_ID,NAME,COUNTRY,RESTRICTED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_speed.wind_speed_1.position,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_speed.wind_speed_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_1.position,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.air_temp.air_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.position,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.solar_radiation.solar_radiation_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_gust.wind_gust_1.position,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_gust.wind_gust_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.position,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.wind_direction.wind_direction_1.position,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.wind_direction.wind_direction_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.volt.volt_1.position,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.volt.volt_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.position,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_temp.fuel_temp_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.pressure.pressure_1.position,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.pressure.pressure_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum.precip_accum_1.position,SENSOR_VARIABLES.precip_accum.precip_accum_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum.precip_accum_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.position,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_five_minute.precip_accum_five_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.position,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_minute.precip_accum_one_minute_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.position,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.fuel_moisture.fuel_moisture_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.position,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_one_hour.precip_accum_one_hour_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.altimeter.altimeter_1.position,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.altimeter.altimeter_1.PERIOD_OF_RECORD.end,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.position,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.start,SENSOR_VARIABLES.precip_accum_ten_minute.precip_accum_ten_minute_1.PERIOD_OF_RECORD.end
SC-EDISON,LOX054,2545.9,America/Los_Angeles,SC08,SC-EDISON,2538,470SE,,SOCC,Southern California Edison,ACTIVE,-118.60625,Los Angeles,CA,LOX,CA054,168571,231,SCE Palo Sola Truck Rd,US,False,34.31698,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX054,3366.1,America/Los_Angeles,SC09,SC-EDISON,3353,471SE,,SOCC,Southern California Edison,ACTIVE,-118.72246,Los Angeles,CA,LOX,CA054,168572,231,SCE Lancaster Rd,US,False,34.76501,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX059,3241.5,America/Los_Angeles,SC15,SC-EDISON,3227,472SE,,SOCC,Southern California Edison,ACTIVE,-118.72723,Los Angeles,CA,LOX,CA059,168573,231,SCE Oso Canyon,US,False,34.80548,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-14T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX359,761.2,America/Los_Angeles,SC08,SC-EDISON,751,473SE,,SOCC,Southern California Edison,ACTIVE,-118.87867,Ventura,CA,LOX,CA359,168586,231,SCE Walnut Canyon Rd,US,False,34.30232,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX059,3845.1,America/Los_Angeles,SC09,SC-EDISON,3834,474SE,,SOCC,Southern California Edison,ACTIVE,-118.43357,Los Angeles,CA,LOX,CA059,168587,231,SCE Ash Tree Dr,US,False,34.67956,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX054,3917.3,America/Los_Angeles,SC09,SC-EDISON,3946,475SE,,SOCC,Southern California Edison,ACTIVE,-117.83888,Los Angeles,CA,LOX,CA054,168588,231,SCE Crystal Lake Rd,US,False,34.29750,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX059,3041.3,America/Los_Angeles,SC15,SC-EDISON,3036,476SE,,SOCC,Southern California Edison,ACTIVE,-118.63821,Los Angeles,CA,LOX,CA059,168589,231,SCE Hikertown,US,False,34.78311,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX548,839.9,America/Los_Angeles,SC08,SC-EDISON,836,477SE,,SOCC,Southern California Edison,ACTIVE,-117.89547,Los Angeles,CA,LOX,CA548,168603,231,SCE Azusa Wilderness Park,US,False,34.16380,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,2021-10-15T19:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX363,2086.6,America/Los_Angeles,SC08,SC-EDISON,2085,478SE,,SOCC,Southern California Edison,ACTIVE,-118.89720,Ventura,CA,LOX,CA363,168607,231,SCE Yerba Buena Rd,US,False,34.10732,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX547,1473.1,America/Los_Angeles,SC09,SC-EDISON,1465,479SE,,SOCC,Southern California Edison,ACTIVE,-118.29122,Los Angeles,CA,LOX,CA547,168608,231,SCE Graveyard Tktr,US,False,34.28664,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX059,2710,America/Los_Angeles,SC15,SC-EDISON,2703,480SE,,SOCC,Southern California Edison,ACTIVE,-118.27110,Los Angeles,CA,LOX,CA059,168609,231,SCE 80th St W,US,False,34.64725,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,2217.8,America/Los_Angeles,SC08,SC-EDISON,2225,481SE,,SOCC,Southern California Edison,ACTIVE,-117.19424,Riverside,CA,SGX,CA048,168610,231,SCE Smiley Blvd,US,False,33.99255,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,2021-10-15T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX547,1565,America/Los_Angeles,SC08,SC-EDISON,1560,482SE,,SOCC,Southern California Edison,ACTIVE,-118.39311,Los Angeles,CA,LOX,CA547,168611,231,SCE Lopez Canyon Rd,US,False,34.30870,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,,,,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,2021-10-18T22:13:00Z,2022-05-16T21:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX257,3110.2,America/Los_Angeles,SC08,SC-EDISON,3101,483SE,,SOCC,Southern California Edison,ACTIVE,-117.44359,Orange,CA,SGX,CA057,168612,231,SCE Los Pinos Center,US,False,33.64524,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,,,,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,2021-10-17T19:23:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX593,5590.6,America/Los_Angeles,SC02,SC-EDISON,5564,484SE,,SOCC,Southern California Edison,ACTIVE,-119.16418,Fresno,CA,HNX,CA320,168728,231,SCE Dinkey Meadow Rd,US,False,37.04562,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T06:00:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX363,734.9,America/Los_Angeles,SC08,SC-EDISON,744,485SE,,SOCC,Southern California Edison,ACTIVE,-118.82889,Los Angeles,CA,LOX,CA363,168729,231,SCE Horizon Dr,US,False,34.03684,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,1561.7,America/Los_Angeles,SC08,SC-EDISON,1561,486SE,,SOCC,Southern California Edison,ACTIVE,-117.13856,San Bernardino,CA,SGX,CA048,168730,231,SCE Cone Camp Rd,US,False,34.10633,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,2021-10-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,HNX593,5803.8,America/Los_Angeles,SC02,SC-EDISON,5780,487SE,,SOCC,Southern California Edison,ACTIVE,-119.27186,Fresno,CA,HNX,CA327,168822,231,SCE Fishing Club Rd,US,False,37.09701,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T08:50:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX054,2408.1,America/Los_Angeles,SC09,SC-EDISON,2411,488SE,,SOCC,Southern California Edison,ACTIVE,-118.35967,Los Angeles,CA,LOX,CA054,168823,231,SCE Steele St,US,False,34.51351,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,,,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,2021-10-19T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX554,,America/Los_Angeles,SC08,SC-EDISON,1286,489SE,,SOCC,Southern California Edison,ACTIVE,-117.63674,Orange,CA,SGX,CA554,172408,231,SCE Williams Spur,US,False,33.72920,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,REV274,,America/Los_Angeles,SC01,SC-EDISON,6777,490SE,,SOCC,Southern California Edison,ACTIVE,-119.10272,Mono,CA,REV,CA073,172409,231,SCE Lee Vining Airport,US,False,37.94508,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-18T04:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX548,,America/Los_Angeles,SC08,SC-EDISON,700,491SE,,SOCC,Southern California Edison,ACTIVE,-117.99173,Los Angeles,CA,LOX,CA548,172437,231,SCE S Vallecito Dr,US,False,33.98923,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,2022-03-18T22:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX548,,America/Los_Angeles,SC08,SC-EDISON,567,492SE,,SOCC,Southern California Edison,ACTIVE,-118.03325,Los Angeles,CA,LOX,CA548,172446,231,SCE Mariposa Trail,US,False,33.99006,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-19T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,REV274,,America/Los_Angeles,SC01,SC-EDISON,5144,493SE,,SOCC,Southern California Edison,ACTIVE,-118.61928,Mono,CA,REV,CA073,172476,231,SCE Ainslee Spg Rd,US,False,37.48323,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX548,,America/Los_Angeles,SC08,SC-EDISON,475,494SE,,SOCC,Southern California Edison,ACTIVE,-118.04958,Los Angeles,CA,LOX,CA548,172477,231,SCE Hillside Chapel,US,False,34.00411,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-22T04:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX547,,America/Los_Angeles,SC08,SC-EDISON,777,495SE,,SOCC,Southern California Edison,ACTIVE,-118.74994,Los Angeles,CA,LOX,CA547,172481,231,SCE Cornell Rd,US,False,34.12308,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T04:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX548,,America/Los_Angeles,SC08,SC-EDISON,1383,496SE,,SOCC,Southern California Edison,ACTIVE,-117.77210,Los Angeles,CA,LOX,CA548,172485,231,SCE Canterwood Rd,US,False,34.14238,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,,America/Los_Angeles,SC08,SC-EDISON,1646,497SE,,SOCC,Southern California Edison,ACTIVE,-117.09909,Riverside,CA,SGX,CA048,172486,231,SCE Contour Ave,US,False,33.80865,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,2022-03-23T22:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,LOX362,,America/Los_Angeles,SC08,SC-EDISON,105,498SE,,SOCC,Southern California Edison,ACTIVE,-118.78833,Los Angeles,CA,LOX,CA362,172490,231,SCE WW School,US,False,34.02356,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,,America/Los_Angeles,SC08,SC-EDISON,1538,499SE,,SOCC,Southern California Edison,ACTIVE,-117.18247,Riverside,CA,SGX,CA048,172491,231,SCE Orange Ave,US,False,33.81568,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,,,,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,2022-03-24T01:12:00Z,2022-05-31T13:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,,America/Los_Angeles,SC08,SC-EDISON,1795,500SE,,SOCC,Southern California Edison,ACTIVE,-117.11640,Riverside,CA,SGX,CA048,172492,231,SCE Marcuchio Rd,US,False,33.79984,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,,,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,2022-03-24T01:12:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-EDISON,SGX248,,America/Los_Angeles,SC08,SC-EDISON,1452,501SE,,SOCC,Southern California Edison,ACTIVE,-117.18401,Riverside,CA,SGX,CA048,172511,231,SCE Nuevo Rd,US,False,33.80111,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,,,,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,2022-03-24T04:13:00Z,2022-06-01T09:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
